,spacegroup,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1803,227,0.6875,0.125,0.1875,10.0584,5.8243,14.3376,90.7744,90.8976,30.2899,0.3247,1.0618
4,194,0.0,0.625,0.375,6.6614,6.6612,24.5813,89.99600000000001,90.0006,119.9893,0.0505,1.3793
257,206,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.2645,1.6502
225,206,0.0,0.6875,0.3125,9.6807,9.6808,9.6804,90.0042,90.0036,89.9946,0.1367,1.5381
585,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0401,0.9142
218,167,0.5,0.3333,0.1667,5.0223,5.022,13.5631,89.9927,90.0082,120.0011,0.163,2.8518
263,227,0.625,0.125,0.25,10.1665,5.8587,14.4298,94.6578,94.1535,30.2308,0.2641,2.2569
264,33,0.7188,0.2188,0.0625,9.9778,8.5663,9.1947,90.0038,90.0022,90.0013,0.1147,3.4166
1991,33,0.625,0.375,0.0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,0.0343,3.4308
1863,167,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1632,3.4006
2203,206,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,0.1042,3.4436
602,227,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.1078,3.6851
2257,206,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1212,1.2015
653,206,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2361,2.013
606,206,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.10800000000000001,3.2643
117,227,0.5,0.25,0.25,10.2359,5.8895,14.5509,95.3405,94.6471,30.2148,0.1984,2.1189
1942,194,0.2188,0.4062,0.375,6.5893,6.5889999999999995,24.4164,90.0082,90.00299999999999,119.9917,0.3633,1.0539
1383,227,0.4375,0.4375,0.125,10.1017,5.8503,14.4097,90.8177,90.9496,30.3062,0.2052,1.8362
1421,33,0.75,0.1562,0.0938,9.9978,8.5801,9.2093,90.0042,90.0021,90.0012,0.1504,3.2769
2252,206,0.375,0.3438,0.2812,9.4959,9.4956,9.4956,90.0029,90.0031,89.9969,0.2152,2.2016
556,33,0.125,0.0,0.875,5.5783,9.4849,10.1107,90.0008,89.9967,90.0004,0.2358,0.9901
1728,167,0.75,0.25,0.0,9.7481,4.8738,13.2515,89.9879,90.0131,120.0014,0.0367,4.5109
2295,206,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.99799999999999,0.2261,1.8330000000000002
666,194,0.375,0.625,0.0,6.2619,6.2619,23.8166,90.0165,89.9999,119.9993,0.2226,2.5022
1398,33,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1012,3.8901
1856,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3239
288,227,0.0,0.875,0.125,10.0585,5.8483,14.488,91.459,91.6959,30.6914,0.1594,1.319
2224,194,0.4062,0.0625,0.5312,6.6451,6.6447,24.4764,90.0165,90.0085,119.9917,0.34600000000000003,0.9305
1330,167,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.1718,3.0433
429,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0607,3.713
1975,194,0.125,0.875,0.0,6.3435,6.3436,24.0048,90.0055,90.0052,119.9959,0.16399999999999998,2.1283
1407,194,0.25,0.0,0.75,6.8564,6.8558,24.8757,90.0196,89.9997,119.9879,0.359,0.6341
1845,206,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,0.0799,1.1465
185,206,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.00200000000001,90.0018,89.9973,0.1025,1.0775
83,206,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.1319,1.4285
1840,206,0.0,0.5,0.5,9.847000000000001,9.847000000000001,9.8468,90.0031,90.0027,89.99600000000001,0.1335,1.2305
1838,206,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2514,2.9784
1385,12,0.0,0.5625,0.4375,24.8062,6.4139,6.3254,90.0002,104.8531,90.0001,0.0334,1.3415
2254,206,0.0625,0.0,0.9375,10.2087,10.2087,10.209,90.0004,90.0005,89.9994,0.0448,1.0079
980,12,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.0778,2.13
1147,167,0.5833,0.0,0.4167,10.2626,5.131,13.8018,89.9916,90.0086,120.0016,0.2417,2.3808
2117,33,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2731,1.8124
1028,167,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.2005,2.5844
1979,12,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0614,2.4501
1650,12,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.1332,2.0346
968,33,0.0625,0.5312,0.4062,10.6658,9.1164,9.7369,89.9987,89.9996,90.0004,0.1851,1.3668
1707,12,0.0,0.8438,0.1562,24.8804,6.2565,6.037000000000001,90.0002,104.1052,90.0001,0.0167,1.7188
2068,227,0.5,0.3125,0.1875,10.1381,5.8715,14.4592,90.8395,90.9743,30.3072,0.3794,0.8171
512,227,0.8125,0.0,0.1875,5.8514,5.8514,14.3053,90.0049,89.9913,120.0011,0.3591,1.8123
2314,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0557,4.1787
452,206,0.1875,0.1562,0.6562,9.907,9.9068,9.907,90.0014,90.0016,89.9982,0.1833,1.1948
146,206,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1068,3.5451
178,194,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,90.0151,90.0096,119.9939,0.3492,1.2786
5,227,0.5625,0.4375,0.0,9.8456,5.7176,14.1244,91.1235,91.3033,30.573,0.2209,2.1633
1887,12,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1254,1.4913
1417,33,0.5625,0.375,0.0625,10.0508,8.6286,9.2544,90.0023,90.0021,90.0014,0.1025,3.0526
799,206,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.1024,3.5805
1025,206,0.4062,0.0,0.5938,9.7599,9.7596,9.7599,90.0009,90.0015,89.9993,0.24,1.4355
781,206,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1739,1.4595
850,12,0.0,0.7188,0.2812,24.8475,6.3265,6.1651,90.0002,104.4459,90.0001,0.0199,1.5541
1098,12,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0668,2.3245
515,206,0.6562,0.0938,0.25,9.3504,9.3498,9.3501,90.00200000000001,90.0028,89.9986,0.2433,2.7715
1244,12,0.125,0.375,0.5,12.3299,3.2067,6.3642,90.0001,105.0523,90.0001,0.0176,1.633
197,206,0.5,0.25,0.25,9.4158,9.4154,9.4155,90.0026,90.0031,89.9976,0.2126,2.5513
554,33,0.1875,0.2188,0.5938,10.8154,9.2239,9.8482,90.0006,89.9988,90.0003,0.2598,1.1821
1921,12,0.1562,0.8125,0.0312,24.750999999999998,6.1421,5.8772,90.0,103.8047,90.0001,0.0475,2.134
901,227,0.1875,0.5,0.3125,6.1117,6.1107,14.389000000000001,90.0177,90.0044,120.00299999999999,0.3126,0.27399999999999997
1532,33,0.125,0.7188,0.1562,10.3593,8.8817,9.5009,89.9983,90.0012,90.0012,0.1307,1.8549
1196,12,0.0,0.6562,0.3438,24.831,6.3614,6.2292,90.0002,104.6112,90.0001,0.0134,1.4475
762,194,0.0938,0.4688,0.4375,6.6763,6.676,24.590999999999998,90.0029,90.0,119.9897,0.2957,1.0025
11,194,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999999,120.0021,0.259,2.8805
1172,227,0.0625,0.625,0.3125,6.1377,6.1351,15.0644,90.0277,88.1847,120.008,0.2809,0.7709
374,206,0.5,0.3125,0.1875,9.3604,9.36,9.3601,90.0031,90.0034,89.9971,0.1919,2.6605
1581,227,0.0,0.0625,0.9375,11.1401,6.4028,16.0301,101.2298,99.6708,30.3736,0.22,0.5536
1350,33,0.4688,0.2188,0.3125,10.3719,8.8758,9.5022,90.0024,90.0009,90.0007,0.2206,1.9577
750,194,0.2812,0.1562,0.5625,6.7077,6.7073,24.6107,90.0142,90.0034,119.9901,0.3598,0.9376
448,194,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,0.2212,3.8912
870,194,0.25,0.3125,0.4375,6.6253,6.625,24.4733,90.0104,90.0033,119.9913,0.3004,1.1093
1681,206,0.25,0.75,0.0,9.2989,9.2987,9.2984,90.0054,90.0049,89.9941,0.0793,2.8344
833,227,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.0917,3.1301
2181,227,0.0625,0.9375,0.0,10.0348,5.8338,14.4476,91.4225,91.6532,30.6785,0.1176,1.5819
983,33,0.5312,0.375,0.0938,10.1001,8.6673,9.2928,90.0021,90.0019,90.0013,0.1312,2.7688
783,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0676,3.2683
2176,206,0.1562,0.0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,0.1016,1.2253
842,206,0.0,0.5,0.5,9.847000000000001,9.847000000000001,9.8468,90.0031,90.0027,89.99600000000001,0.1293,1.3098
522,227,0.75,0.0,0.25,5.8872,5.8869,14.3978,89.9955,90.0055,119.9949,0.4829,0.7197
1114,12,0.25,0.5,0.25,24.5958,6.2379,6.082000000000001,89.9999,104.4479,90.0001,0.1464,1.6955
1334,194,0.4062,0.3125,0.2812,6.46,6.4598,24.1547,90.0135,90.0059,119.9951,0.3486,1.1358
1194,12,0.5625,0.4375,0.0,24.337,6.0091,5.7620000000000005,89.9995,103.8581,90.0002,0.0457,3.1036
106,33,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.0373,3.5738
1276,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0915,4.3487
1311,206,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0454,0.9694
2274,206,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,0.2158,2.6859
1043,194,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,0.0808,1.4598
2243,33,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2455,1.8514
2386,33,0.875,0.0,0.125,4.987,8.5565,9.1881,90.0055,90.0021,90.001,0.134,3.6836
873,167,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,0.1348,1.0935
351,206,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1805,1.1882
436,33,0.0625,0.0312,0.9062,11.2205,9.536,10.1611,90.0003,89.9962,90.0003,0.2229,0.7954
1795,33,0.0,0.25,0.75,5.5382,9.4298,10.0524,89.9992,89.9972,90.0,0.1453,0.9518
1216,227,0.1875,0.625,0.1875,10.2708,5.9501,14.662,90.9455,91.0993,30.3355,0.308,1.7309
1571,167,0.0,0.8333,0.1667,10.2923,5.1456,13.8125,90.0006,90.0001,120.0,0.1248,1.9408
1415,194,0.0,0.4375,0.5625,6.7995,6.7991,24.8226,90.0002,89.9948,119.9874,0.0845,1.0536
2182,33,0.625,0.1562,0.2188,10.1949,8.7348,9.3631,90.0035,90.0016,90.0009,0.19899999999999998,2.6936
274,206,0.3125,0.1562,0.5312,9.7438,9.7435,9.7437,90.0016,90.00200000000001,89.9982,0.2254,1.4426
1941,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0456,4.0046
1340,227,0.5625,0.25,0.1875,10.145,5.8396,14.402000000000001,94.6552,94.0746,30.1993,0.3376,1.7567
1623,206,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.0668,1.0074
637,227,0.4375,0.4375,0.125,10.1017,5.8503,14.4097,90.8177,90.9496,30.3062,0.2323,1.2993
1616,206,0.0,0.125,0.875,10.1795,10.1795,10.1797,90.001,90.0009,89.9985,0.0439,0.9740000000000001
1824,206,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.094,3.4391
2180,206,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.99799999999999,0.25,1.9628
1056,33,0.5625,0.3125,0.125,10.1201,8.6811,9.3074,90.0025,90.0018,90.0012,0.1591,2.7837
966,33,0.0625,0.0312,0.9062,11.2205,9.536,10.1611,90.0003,89.9962,90.0003,0.2263,0.8276
338,194,0.4375,0.25,0.3125,6.4734,6.4731,24.1714,90.014,90.0071,119.9949,0.2449,1.8368
1794,194,0.0,0.8125,0.1875,6.5234,6.5234,24.3401,89.9947,90.0054,119.9916,0.1439,1.6164
1432,167,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,0.1726,2.0321
664,33,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.00299999999999,90.00200000000001,90.0013,0.11599999999999999,3.0961
1696,33,0.1875,0.8125,0.0,5.0784,8.7257,9.3445,89.9983,90.00200000000001,90.00200000000001,0.0502,2.4487
1712,194,0.3438,0.6562,0.0,6.2719,6.2719,23.8401,90.0156,90.0003,119.9989,0.2332,2.3356
884,12,0.5,0.5,0.0,24.401999999999997,6.0269,5.7748,89.9995,103.8357,90.0002,0.0372,2.8677
399,167,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3493,2.4419
1372,227,0.875,0.0625,0.0625,9.948,5.7317,13.9746,91.1122,91.2721,29.7978,0.2791,2.3267
819,167,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.0877,3.9514
1154,33,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2042,1.3897
908,227,0.4375,0.125,0.4375,10.4164,6.0348,14.86,91.0287,91.1936,30.339000000000002,0.3801,0.9434
2168,167,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,0.1724,2.8583
1752,33,0.4375,0.0,0.5625,5.3319,9.097999999999999,9.7263,90.0029,89.9996,90.0005,0.2567,1.7134
1313,33,0.4375,0.25,0.3125,10.3865,8.8882,9.5142,90.0021,90.0009,90.0007,0.1794,2.2364
1654,206,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.2634,1.764
404,227,0.875,0.0,0.125,9.9158,5.7402,14.1261,90.6631,90.7674,30.2654,0.2741,1.9105
1221,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0415,0.9106
51,194,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.1117,2.9429
144,33,0.2188,0.2188,0.5625,10.7661,9.1852,9.8098,90.0008,89.999,90.0003,0.255,1.2841
1618,194,0.5,0.25,0.25,3.2038,3.2037,12.022,90.0147,90.007,119.9966,0.2744,2.355
1175,194,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3445,0.9459
2067,194,0.6875,0.0,0.3125,6.3969,6.3965,23.9835,90.0133,90.0147,119.9975,0.3967,1.8202
648,206,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.1985,2.1405
230,227,0.375,0.375,0.25,5.9856,5.9853,14.6474,89.9922,90.0069,119.9958,0.3452,1.4549
1720,194,0.25,0.5,0.25,3.2434,3.2433,12.1161,90.0088,90.0037,119.9938,0.1491,1.9254
1521,206,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.1019,3.7988
979,227,0.4375,0.25,0.3125,10.2905,5.961,14.6799,90.9458,91.0978,30.3261,0.4238,0.8458
1331,194,0.3125,0.4062,0.2812,6.4898,6.4896,24.2252,90.0111,90.0044,119.994,0.2578,1.5131
355,194,0.0,0.625,0.375,6.6614,6.6612,24.5813,89.99600000000001,90.0006,119.9893,0.0471,1.3925
811,206,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.111,3.2201
600,206,0.0312,0.0938,0.875,10.1664,10.1664,10.1666,90.0009,90.0008,89.9987,0.0637,0.9547
254,194,0.3125,0.4062,0.2812,6.4898,6.4896,24.2252,90.0111,90.0044,119.994,0.2812,1.4181
494,33,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.1981,1.3259
1305,206,0.5938,0.1875,0.2188,9.3488,9.3484,9.3485,90.0025,90.0031,89.99799999999999,0.2258,2.7552
2072,227,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,0.3037,0.2834
1475,33,0.0,0.8125,0.1875,5.2262,8.9578,9.5751,89.9972,90.0008,90.001,0.1138,1.5616
1185,194,0.0312,0.5938,0.375,6.651,6.6507,24.5577,89.9981,90.0008,119.9897,0.2785,1.0281
578,12,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0369,2.5969
1555,33,0.0,0.5,0.5,10.799000000000001,9.22,9.8402,89.9983,89.9989,90.0001,0.0792,1.311
1142,12,0.0625,0.8125,0.125,24.8237,6.2212,5.9923,90.0001,104.0394,90.0001,0.1056,1.7704
2227,33,0.0,0.3125,0.6875,11.007,9.3773,9.9993,89.999,89.9976,90.0,0.0952,1.0801
1890,33,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,0.1641,2.5916
530,206,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.0875,2.9651
1396,227,0.625,0.0625,0.3125,5.9964,5.9948,14.6435,90.0731,88.0955,120.0437,0.3659,0.8688
2187,12,0.1875,0.375,0.4375,24.6113,6.3606,6.2872,90.0,104.9163,90.0001,0.1098,1.4622
1799,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0654,3.7026
183,12,0.25,0.75,0.0,12.3309,3.049,5.8260000000000005,89.9998,103.7468,90.0001,0.0254,2.4253
998,206,0.3125,0.0,0.6875,9.8823,9.8821,9.8824,90.0007,90.0012,89.9993,0.1947,1.5464
66,33,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,90.0025,90.0003,90.0006,0.2699,1.8454
460,33,0.25,0.6875,0.0625,10.1969,8.7532,9.3736,89.9992,90.0018,90.0016,0.1073,2.3744
2030,33,0.6562,0.3438,0.0,9.9377,8.5388,9.1656,90.0029,90.0023,90.0016,0.0623,3.4873
1307,194,0.0,0.4688,0.5312,6.7765,6.7761,24.7824,89.9993,89.9958,119.9877,0.0717,1.1192
1081,206,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0783,1.0476
21,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0566,3.9691
137,206,1.0,0.0,0.0,8.9847,8.9839,8.9843,90.0024,90.0036,89.9994,0.0738,5.2114
2004,33,0.875,0.0312,0.0938,9.9394,8.5303,9.1616,90.0053,90.0022,90.0011,0.1287,3.7837
1878,227,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,0.3782,0.7963
381,194,0.4375,0.375,0.1875,6.3808,6.3806,24.0106,90.0144,90.0044,119.9969,0.2733,1.7267
97,12,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0406,2.7322
1901,12,0.0,0.9062,0.0938,24.8969,6.2215,5.9731,90.0002,103.9295,90.0001,0.0139,1.8213
1111,206,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.1062,3.5481
405,33,0.1562,0.3125,0.5312,10.7607,9.1839,9.8071,90.0,89.9991,90.0002,0.2403,1.1624
2135,227,0.3125,0.375,0.3125,10.356,5.9959,14.579,87.9753,87.6655,30.2822,0.3836,0.8609
1666,206,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.99700000000001,0.105,1.1324
524,206,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,0.242,1.7266
2037,167,0.0,0.6667,0.3333,5.2326,5.232,13.9994,90.0004,89.9997,120.0003,0.1416,1.6845
989,12,0.875,0.0,0.125,11.9897,2.9951,5.8262,89.9991,104.3267,90.0002,0.1117,3.4832
1052,194,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,90.0123,90.0054,119.9935,0.3192,1.3090000000000002
240,227,0.0,0.75,0.25,10.4134,6.0342,14.8738,91.0486,91.22,30.3585,0.1818,1.1437
2052,206,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,0.0947,3.4906
2161,194,0.75,0.25,0.0,6.1464,6.1461,23.5348,90.0162,89.9984,120.00399999999999,0.157,3.4119
568,206,0.125,0.1562,0.7188,9.9886,9.9885,9.9886,90.0013,90.0014,89.9983,0.1314,1.1484
508,33,0.5938,0.3438,0.0625,10.0362,8.6162,9.2424,90.0026,90.0021,90.0014,0.1124,3.0661
988,167,0.5,0.3333,0.1667,5.0223,5.022,13.5631,89.9927,90.0082,120.0011,0.1887,3.0060000000000002
113,33,0.5625,0.1875,0.25,10.2588,8.786,9.4134,90.00299999999999,90.0014,90.0009,0.1794,2.508
1573,227,0.6875,0.3125,0.0,9.908,5.7064,14.0184,92.8796,92.5517,30.141,0.075,2.7233
365,206,0.4688,0.4062,0.125,9.3181,9.3177,9.3177,90.0036,90.0038,89.9965,0.1778,2.8080000000000003
552,12,0.0312,0.5,0.4688,24.7655,6.4225,6.3512,90.0002,104.9427,90.0001,0.1913,1.0463
1538,227,0.75,0.0,0.25,5.9319,5.9307,14.4676,90.0846,88.4406,120.0513,0.4109,1.2482
1280,227,0.0,0.0625,0.9375,11.0797,6.4173,15.8248,83.189,82.1134,30.3232,0.3169,0.1952
2327,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0892,4.2214
1822,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0579,3.7032
1502,33,0.0938,0.0938,0.8125,11.1019,9.4449,10.0696,90.0003,89.99700000000001,90.0002,0.1879,0.9129
1988,167,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1571,3.5298
2076,12,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,0.0508,1.2127
1112,206,0.0938,0.625,0.2812,9.6137,9.6137,9.6134,90.00399999999999,90.0036,89.995,0.1616,1.725
1321,167,0.0,0.5833,0.4167,5.2758,5.2752,14.0928,90.0002,89.9996,120.0004,0.159,1.4087
1849,167,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.21600000000000003,2.8968
1063,227,0.5,0.1875,0.3125,6.0187,6.0178,14.4075,90.0066,89.9965,119.9993,0.3768,1.2262
1547,12,0.125,0.0,0.875,12.2804,3.3116,6.7505,90.0002,105.9346,90.0,0.2796,0.927
84,227,0.875,0.0,0.125,9.7273,5.645,13.9226,90.9296,91.07700000000001,30.5048,0.2665,2.34
801,206,0.3125,0.25,0.4375,9.6606,9.6604,9.6605,90.0022,90.0024,89.9976,0.2284,1.7162
1926,33,0.5,0.1562,0.3438,10.392000000000001,8.8895,9.5168,90.0028,90.0008,90.0007,0.2644,2.149
986,12,0.8125,0.1875,0.0,24.0773,5.938,5.7108,89.9992,103.9485,90.0002,0.0163,3.4871
766,12,0.0,0.5938,0.4062,24.8145,6.3964,6.2933,90.0002,104.7733,90.0001,0.0594,1.3113
571,167,0.0,0.4167,0.5833,5.3622,5.3617,14.2797,89.9996,89.9994,120.0006,0.1753,1.198
2207,206,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.1171,0.9818
990,206,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.99799999999999,0.2348,2.1347
358,206,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1066,3.4511
1645,33,0.1875,0.5625,0.25,10.4341,8.9355,9.5566,89.9993,90.0008,90.0008,0.1784,1.7542
2099,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0712,3.3825
1286,167,0.0,0.9167,0.0833,5.103,5.1024,13.719000000000001,90.0007,90.0004,119.9999,0.1041,2.1723
665,194,0.0,0.5625,0.4375,6.7075,6.7072,24.6617,89.99700000000001,89.9988,119.9887,0.0272,1.3714
956,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.067,3.2618
1015,194,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.01100000000001,90.0041,119.992,0.3957,0.9387
53,194,0.4062,0.125,0.4688,6.5988,6.5984,24.3959,90.0152,90.0081,119.9925,0.385,1.2886
694,206,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0674,0.9641
147,167,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1904,2.6278
1138,167,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.1213,4.0886
1749,194,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.98899999999999,0.2102,1.1094
1377,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.055999999999999994,3.9627
1530,33,0.2188,0.6562,0.125,10.2808,8.8181,9.4386,89.9991,90.0014,90.0013,0.1149,2.1834
1850,227,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1708,2.4287
1636,227,0.0,0.1875,0.8125,6.4665,6.4666,15.6067,90.0,89.9902,119.9919,0.2544,0.4889
1242,206,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1349,1.4124
2157,167,0.3333,0.0833,0.5833,5.2796,5.2792,14.1134,89.995,90.0044,120.0013,0.23600000000000002,1.885
2195,206,0.0625,0.1875,0.75,10.0425,10.0424,10.0426,90.0014,90.0014,89.9981,0.1125,0.9232
49,194,0.8438,0.125,0.0312,6.142,6.1416,23.5046,90.0119,90.0019,120.0044,0.2261,3.4819
295,227,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,0.2932,0.0001
2266,12,0.625,0.375,0.0,24.2721,5.9913,5.7492,89.9994,103.8806,90.0002,0.0029,3.1858
250,33,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.068,3.6662
